id	storeNmae	phone	address	map-href
250	台中樂業概念店	04-22134269	台中市東區樂業路458號	"https://www.google.com/maps/place/401%E5%8F%B0%E4%B8%AD%E5%B8%82%E6%9D%B1%E5%8D%80%E6%A8%82%E6%A5%AD%E8%B7%AF458%E8%99%9F/@24.1365318,120.7043895,17z/data=!3m1!4b1!4m5!3m4!1s0x34693d4a06abe129:0xa319bb1c15f1a272!8m2!3d24.1365269!4d120.7065836"
251	大里立新概念店	04-22776696	台中市大里區好來五街156號	https://www.google.com/maps/dir//412%E5%8F%B0%E4%B8%AD%E5%B8%82%E5%A4%A7%E9%87%8C%E5%8D%80%E5%A5%BD%E4%BE%86%E4%BA%94%E8%A1%97156%E8%99%9F/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x34693cdab13a8f5d:0x4838a6663d04ad4e?sa=X&ved=2ahUKEwjYwbH5mKf3AhUngFYBHcbjBV4QwwV6
252	大雅神林概念店	04-25668077	台中市大雅區神林路1段160號	https://www.google.com/maps/dir//428%E5%8F%B0%E4%B8%AD%E5%B8%82%E5%A4%A7%E9%9B%85%E5%8D%80%E7%A5%9E%E6%9E%97%E8%B7%AF%E4%B8%80%E6%AE%B5160%E8%99%9F/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x346916dd36d2e7ef:0xe30f366afc6ffe20?sa=X&ved=2ahUKEwjwq8W18PvzAhVSJaYKHXk
253	台中中投概念店	04-22606240	台中市南區五權南路695號	https://www.google.com/maps/dir//402%E5%8F%B0%E4%B8%AD%E5%B8%82%E5%8D%97%E5%8D%80%E4%BA%94%E6%AC%8A%E5%8D%97%E8%B7%AF695%E8%99%9F/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x34693cf9df5c1381:0x640e05279ed5d810?sa=X&ved=2ahUKEwjZs7_uuO7xAhXqwosBHYEfBdoQwwUwAHoECAYQA
254	大里爽文概念店	04-24062692	台中市大里區爽文路262號	https://www.google.com/maps/dir//412%E5%8F%B0%E4%B8%AD%E5%B8%82%E5%A4%A7%E9%87%8C%E5%8D%80%E7%88%BD%E6%96%87%E8%B7%AF262%E8%99%9F/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x34693c8daac7a995:0x5802ff7e0577b044?sa=X&ved=2ahUKEwir29DNgsvxAhX7xIsBHcWDAW4QwwUwAHoECAQQA
255	烏日三榮概念店	04-23374132	台中市烏日區三榮路二段178-2號	https://goo.gl/maps/nHAvzRvtaPhBFvzV9
256	神岡中山概念店	04-25630131	台中市神岡區中山路1266號	http://maps.google.com/maps?q=%E5%8F%B0%E4%B8%AD%E5%B8%82%E7%A5%9E%E5%B2%A1%E5%8D%80%E4%B8%AD%E5%B1%B1%E8%B7%AF1266%E8%99%9F&hl=zh-TW&ie=UTF8&iwloc=A
257	太平新興概念店	04-23955355	台中市太平區新興路37號	http://maps.google.com/maps?q=%E5%8F%B0%E4%B8%AD%E5%B8%82%E5%A4%AA%E5%B9%B3%E5%8D%80%E6%96%B0%E8%88%88%E8%B7%AF37%E8%99%9F&hl=zh-TW&ie=UTF8&iwloc=A
258	霧峰柳豐	04-23332766	台中市霧峰區柳豐路476號	http://maps.google.com/maps?q=%E5%8F%B0%E4%B8%AD%E5%B8%82%E9%9C%A7%E5%B3%B0%E5%8D%80%E6%9F%B3%E8%B1%90%E8%B7%AF476%E8%99%9F&hl=zh-TW&ie=UTF8&iwloc=A
259	霧峰活力甲寅	04-23339759	台中市霧峰區中正路1050號	http://maps.google.com/maps?q=%E5%8F%B0%E4%B8%AD%E5%B8%82%E9%9C%A7%E5%B3%B0%E5%8D%80%E4%B8%AD%E6%AD%A3%E8%B7%AF1050%E8%99%9F&hl=zh-TW&ie=UTF8&iwloc=A
260	豐原活力豐勢	04-25721877	台中市豐原區豐勢路2段1123號	http://maps.google.com/maps?q=%E5%8F%B0%E4%B8%AD%E5%B8%82%E8%B1%90%E5%8E%9F%E5%8D%80%E8%B1%90%E5%8B%A2%E8%B7%AF2%E6%AE%B51123%E8%99%9F&hl=zh-TW&ie=UTF8&iwloc=A
261	豐原活力豐洲	04-25208775	台中市豐原區豐洲路79號(圓環北路上)	http://maps.google.com/maps?q=%E5%8F%B0%E4%B8%AD%E5%B8%82%E8%B1%90%E5%8E%9F%E5%8D%80%E8%B1%90%E6%B4%B2%E8%B7%AF79%E8%99%9F%28%E5%9C%93%E7%92%B0%E5%8C%97%E8%B7%AF%E4%B8%8A%29&hl=zh-TW&ie=UTF8&iwloc=A
262	豐原活力西勢	04-25273757	台中市豐原區西勢路230號1F	http://maps.google.com/maps?q=%E5%8F%B0%E4%B8%AD%E5%B8%82%E8%B1%90%E5%8E%9F%E5%8D%80%E8%A5%BF%E5%8B%A2%E8%B7%AF230%E8%99%9F1F&hl=zh-TW&ie=UTF8&iwloc=A
263	豐原活力田心	04-25265538	台中市豐原區田心路二段261號	"https://www.google.com/maps/place/%E6%97%A9%E5%AE%89%E7%BE%8E%E8%8A%9D%E5%9F%8E%E8%B1%90%E5%8E%9F%E6%B4%BB%E5%8A%9B%E7%94%B0%E5%BF%83/@24.2383936,120.720399,17z/data=!3m1!4b1!4m6!3m5!1s0x346919f816d9199f:0x49d5d67e7055bd7d!8m2!3d24.2383936!4d120.7225877!1"
264	豐原活力中興	04-25265561	台中市豐原區中興路206號	http://maps.google.com/maps?q=%E5%8F%B0%E4%B8%AD%E5%B8%82%E8%B1%90%E5%8E%9F%E5%8D%80%E4%B8%AD%E8%88%88%E8%B7%AF206%E8%99%9F&hl=zh-TW&ie=UTF8&iwloc=A
265	龍井龍津	04-26397969	台中市龍井區龍津里中央路一段244號	http://maps.google.com/maps?q=%E5%8F%B0%E4%B8%AD%E5%B8%82%E9%BE%8D%E4%BA%95%E5%8D%80%E9%BE%8D%E6%B4%A5%E9%87%8C%E4%B8%AD%E5%A4%AE%E8%B7%AF%E4%B8%80%E6%AE%B5244%E8%99%9F&hl=zh-TW&ie=UTF8&iwloc=A
266	潭子活力大豐	04-25356685	台中市潭子區大豐路2段37號	"https://www.google.com/maps/place/%E6%97%A9%E5%AE%89%E7%BE%8E%E8%8A%9D%E5%9F%8E%E6%BD%AD%E5%AD%90%E6%B4%BB%E5%8A%9B%E5%A4%A7%E8%B1%90/@24.2168223,120.6887866,17z/data=!3m1!4b1!4m6!3m5!1s0x346917a256f19edf:0x99aed29f75d44ca8!8m2!3d24.2168174!4d120.6913615!"
267	清水活力光華	04-26225591	台中市清水區光華路132號	https://www.google.com/maps?q=%E5%8F%B0%E4%B8%AD%E5%B8%82%E6%B8%85%E6%B0%B4%E5%8D%80%E5%85%89%E8%8F%AF%E8%B7%AF86%E8%99%9F&rlz=1C1GCEU_zh-TWTW997TW997&gs_lcrp=EgZjaHJvbWUyBggAEEUYOdIBBzY2N2owajeoAgCwAgA&um=1&ie=UTF-8
268	梧棲民生	04-26565307	台中市梧棲區文化里民生街22-3號	http://maps.google.com/maps?q=%E5%8F%B0%E4%B8%AD%E5%B8%82%E6%A2%A7%E6%A3%B2%E5%8D%80%E6%96%87%E5%8C%96%E9%87%8C%E6%B0%91%E7%94%9F%E8%A1%9722-3%E8%99%9F&hl=zh-TW&ie=UTF8&iwloc=A
269	神岡圳堵	04-25624891	台中市神岡區福成路70號	http://maps.google.com/maps?q=%E5%8F%B0%E4%B8%AD%E5%B8%82%E7%A5%9E%E5%B2%A1%E5%8D%80%E7%A6%8F%E6%88%90%E8%B7%AF70%E8%99%9F&hl=zh-TW&ie=UTF8&iwloc=A
270	光日	04-23362776	台中市烏日區光日路410號	http://maps.google.com/maps?q=%E5%8F%B0%E4%B8%AD%E5%B8%82%E7%83%8F%E6%97%A5%E5%8D%80%E5%85%89%E6%97%A5%E8%B7%AF410%E8%99%9F&hl=zh-TW&ie=UTF8&iwloc=A
271	烏日活力光日	04-23362776	台中市烏日區光日路410號	"https://www.google.com/maps/place/%E6%97%A9%E5%AE%89%E7%BE%8E%E8%8A%9D%E5%9F%8E%E7%83%8F%E6%97%A5%E6%B4%BB%E5%8A%9B%E5%85%89%E6%97%A5/@24.1115504,120.6234614,17z/data=!3m1!4b1!4m6!3m5!1s0x34693c2203eb5d7b:0x7fa798f2bf7d3453!8m2!3d24.1115455!4d120.6260363!"
272	台中活力學府	04-22208123	台中市南區學府路175號	http://maps.google.com/maps?q=%E5%8F%B0%E4%B8%AD%E5%B8%82%E5%8D%97%E5%8D%80%E5%AD%B8%E5%BA%9C%E8%B7%AF175%E8%99%9F&hl=zh-TW&ie=UTF8&iwloc=A
273	台中活力長奇2	04-22859090	台中市南區國光路367號	https://www.google.com/maps?q=%E5%8F%B0%E4%B8%AD%E5%B8%82%E5%8D%97%E5%8D%80%E5%9C%8B%E5%85%89%E8%B7%AF367%E8%99%9F&rlz=1C1GCEU_zh-TWTW997TW997&gs_lcrp=EgZjaHJvbWUyBggAEEUYOTIKCAEQABiABBiiBDIKCAIQABiABBiiBDIKCAMQABiABBiiBDIKCAQQABiABBiiBDIKCAUQABiABBiiBNIB
274	台中活力嶺東	04-23805537	台中市南屯區嶺東路38號	http://maps.google.com/maps?q=%E5%8F%B0%E4%B8%AD%E5%B8%82%E5%8D%97%E5%B1%AF%E5%8D%80%E5%B6%BA%E6%9D%B1%E8%B7%AF38%E8%99%9F&hl=zh-TW&ie=UTF8&iwloc=A
275	台中東興	04-24727352	台中市南屯區東興路二段113號	http://maps.google.com/maps?q=%E5%8F%B0%E4%B8%AD%E5%B8%82%E5%8D%97%E5%B1%AF%E5%8D%80%E6%9D%B1%E8%88%88%E8%B7%AF%E4%BA%8C%E6%AE%B5113%E8%99%9F&hl=zh-TW&ie=UTF8&iwloc=A
276	台中忠勇	04-23804283	台中市南屯區忠勇路109號1F	http://maps.google.com/maps?q=%E5%8F%B0%E4%B8%AD%E5%B8%82%E5%8D%97%E5%B1%AF%E5%8D%80%E5%BF%A0%E5%8B%87%E8%B7%AF109%E8%99%9F1F&hl=zh-TW&ie=UTF8&iwloc=A
277	台中向上	04-23802282	台中市南屯區向上路二段482號	http://maps.google.com/maps?q=%E5%8F%B0%E4%B8%AD%E5%B8%82%E5%8D%97%E5%B1%AF%E5%8D%80%E5%90%91%E4%B8%8A%E8%B7%AF%E4%BA%8C%E6%AE%B5482%E8%99%9F&hl=zh-TW&ie=UTF8&iwloc=A
278	東勢東蘭	04-25774208	台中市東勢區東蘭路42-3號	http://maps.google.com/maps?q=%E5%8F%B0%E4%B8%AD%E5%B8%82%E6%9D%B1%E5%8B%A2%E5%8D%80%E6%9D%B1%E8%98%AD%E8%B7%AF42-3%E8%99%9F&hl=zh-TW&ie=UTF8&iwloc=A
279	東勢中正	04-25871627	台中市東勢區東關路7段598號	http://maps.google.com/maps?q=%E5%8F%B0%E4%B8%AD%E5%B8%82%E6%9D%B1%E5%8B%A2%E5%8D%80%E6%9D%B1%E9%97%9C%E8%B7%AF7%E6%AE%B5598%E8%99%9F&hl=zh-TW&ie=UTF8&iwloc=A
280	台中活力長奇3	04-22200002	台中市東區和平街167號	http://maps.google.com/maps?q=%E5%8F%B0%E4%B8%AD%E5%B8%82%E6%9D%B1%E5%8D%80%E5%92%8C%E5%B9%B3%E8%A1%97167%E8%99%9F&hl=zh-TW&ie=UTF8&iwloc=A
281	台中活力十甲東	04-22152356	台中市東區十甲東路746號	http://maps.google.com/maps?q=%E5%8F%B0%E4%B8%AD%E5%B8%82%E6%9D%B1%E5%8D%80%E5%8D%81%E7%94%B2%E6%9D%B1%E8%B7%AF746%E8%99%9F&hl=zh-TW&ie=UTF8&iwloc=A
282	台中活力力行	04-23602359	台中市東區力行路36號1F	http://maps.google.com/maps?q=%E5%8F%B0%E4%B8%AD%E5%B8%82%E6%9D%B1%E5%8D%80%E5%8A%9B%E8%A1%8C%E8%B7%AF36%E8%99%9F1F&hl=zh-TW&ie=UTF8&iwloc=A
283	台中活力民生	04-23010029	台中市西區民生路470號	http://maps.google.com/maps?q=%E5%8F%B0%E4%B8%AD%E5%B8%82%E8%A5%BF%E5%8D%80%E6%B0%91%E7%94%9F%E8%B7%AF470%E8%99%9F&hl=zh-TW&ie=UTF8&iwloc=A
284	台中活力中華	04-22224928	台中市西區中華路1段6號	http://maps.google.com/maps?q=%E5%8F%B0%E4%B8%AD%E5%B8%82%E8%A5%BF%E5%8D%80%E4%B8%AD%E8%8F%AF%E8%B7%AF1%E6%AE%B56%E8%99%9F&hl=zh-TW&ie=UTF8&iwloc=A
285	台中逢甲	04-27029601	台中市西屯區2段295-2號	http://maps.google.com/maps?q=%E5%8F%B0%E4%B8%AD%E5%B8%82%E8%A5%BF%E5%B1%AF%E5%8D%802%E6%AE%B5295-2%E8%99%9F&hl=zh-TW&ie=UTF8&iwloc=A
286	台中河南	04-24521281	台中市西屯區河南路二段416號	http://maps.google.com/maps?q=%E5%8F%B0%E4%B8%AD%E5%B8%82%E8%A5%BF%E5%B1%AF%E5%8D%80%E6%B2%B3%E5%8D%97%E8%B7%AF%E4%BA%8C%E6%AE%B5416%E8%99%9F&hl=zh-TW&ie=UTF8&iwloc=A
287	台中活力忠義	04-23171400	台中市西屯區忠義街118號	http://maps.google.com/maps?q=%E5%8F%B0%E4%B8%AD%E5%B8%82%E8%A5%BF%E5%B1%AF%E5%8D%80%E5%BF%A0%E7%BE%A9%E8%A1%97118%E8%99%9F&hl=zh-TW&ie=UTF8&iwloc=A
288	台中活力西屯	04-23160169	台中市西屯區西屯路2段67號	http://maps.google.com/maps?q=%E5%8F%B0%E4%B8%AD%E5%B8%82%E8%A5%BF%E5%B1%AF%E5%8D%80%E8%A5%BF%E5%B1%AF%E8%B7%AF2%E6%AE%B567%E8%99%9F&hl=zh-TW&ie=UTF8&iwloc=A
289	台中活力四川	04-23124802	台中市西屯區四川路188號1樓	http://maps.google.com/maps?q=%E5%8F%B0%E4%B8%AD%E5%B8%82%E8%A5%BF%E5%B1%AF%E5%8D%80%E5%9B%9B%E5%B7%9D%E8%B7%AF188%E8%99%9F1%E6%A8%93&hl=zh-TW&ie=UTF8&iwloc=A
290	台中活力順和	04-23585578	台中市西屯區工業38路17號	http://maps.google.com/maps?q=%E5%8F%B0%E4%B8%AD%E5%B8%82%E8%A5%BF%E5%B1%AF%E5%8D%80%E5%B7%A5%E6%A5%AD38%E8%B7%AF17%E8%99%9F&hl=zh-TW&ie=UTF8&iwloc=A
291	台中活力德化	04-22379837	台中市北區德化街156號	http://maps.google.com/maps?q=%E5%8F%B0%E4%B8%AD%E5%B8%82%E5%8C%97%E5%8D%80%E5%BE%B7%E5%8C%96%E8%A1%97156%E8%99%9F&hl=zh-TW&ie=UTF8&iwloc=A
292	台中活力國強	04-22333825	台中市北區國強街125號	http://maps.google.com/maps?q=%E5%8F%B0%E4%B8%AD%E5%B8%82%E5%8C%97%E5%8D%80%E5%9C%8B%E5%BC%B7%E8%A1%97125%E8%99%9F&hl=zh-TW&ie=UTF8&iwloc=A
293	台中活力永興	04-22350601	台中市北區永興街29號	http://maps.google.com/maps?q=%E5%8F%B0%E4%B8%AD%E5%B8%82%E5%8C%97%E5%8D%80%E6%B0%B8%E8%88%88%E8%A1%9729%E8%99%9F&hl=zh-TW&ie=UTF8&iwloc=A
294	台中活力太原	04-22932933	台中市北區太原四街6-5號	http://maps.google.com/maps?q=%E5%8F%B0%E4%B8%AD%E5%B8%82%E5%8C%97%E5%8D%80%E5%A4%AA%E5%8E%9F%E5%9B%9B%E8%A1%976-5%E8%99%9F&hl=zh-TW&ie=UTF8&iwloc=A
295	台中活力興安	04-22389885	台中市北屯區興安路一段21號	http://maps.google.com/maps?q=%E5%8F%B0%E4%B8%AD%E5%B8%82%E5%8C%97%E5%B1%AF%E5%8D%80%E8%88%88%E5%AE%89%E8%B7%AF%E4%B8%80%E6%AE%B521%E8%99%9F&hl=zh-TW&ie=UTF8&iwloc=A
296	台中活力松竹2店	04-24392406	台中市北屯區松竹路1段721號	http://maps.google.com/maps?q=%E5%8F%B0%E4%B8%AD%E5%B8%82%E5%8C%97%E5%B1%AF%E5%8D%80%E6%9D%BE%E7%AB%B9%E8%B7%AF1%E6%AE%B5721%E8%99%9F&hl=zh-TW&ie=UTF8&iwloc=A
297	早安松竹	04-24364490	台中市北屯區松竹路1段1298號	http://maps.google.com/maps?q=%E5%8F%B0%E4%B8%AD%E5%B8%82%E5%8C%97%E5%B1%AF%E5%8D%80%E6%9D%BE%E7%AB%B9%E8%B7%AF1%E6%AE%B51298%E8%99%9F&hl=zh-TW&ie=UTF8&iwloc=A
298	台中活力松山	04-22419068	台中市北屯區松山街140號	http://maps.google.com/maps?q=%E5%8F%B0%E4%B8%AD%E5%B8%82%E5%8C%97%E5%B1%AF%E5%8D%80%E6%9D%BE%E5%B1%B1%E8%A1%97140%E8%99%9F&hl=zh-TW&ie=UTF8&iwloc=A
299	台中活力東山	04-24364583	台中市北屯區東山路1段192號	http://maps.google.com/maps?q=%E5%8F%B0%E4%B8%AD%E5%B8%82%E5%8C%97%E5%B1%AF%E5%8D%80%E6%9D%B1%E5%B1%B1%E8%B7%AF1%E6%AE%B5192%E8%99%9F&hl=zh-TW&ie=UTF8&iwloc=A
300	東山	04-24364583	台中市北屯區東山路1段192號	http://maps.google.com/maps?q=%E5%8F%B0%E4%B8%AD%E5%B8%82%E5%8C%97%E5%B1%AF%E5%8D%80%E6%9D%B1%E5%B1%B1%E8%B7%AF1%E6%AE%B5192%E8%99%9F&hl=zh-TW&ie=UTF8&iwloc=A
301	台中同榮	04-24261701	台中市北屯區同榮路185號	http://maps.google.com/maps?q=%E5%8F%B0%E4%B8%AD%E5%B8%82%E5%8C%97%E5%B1%AF%E5%8D%80%E5%90%8C%E6%A6%AE%E8%B7%AF185%E8%99%9F&hl=zh-TW&ie=UTF8&iwloc=A
302	台中活力太順	04-24350443	台中市北屯區太順路43號	http://maps.google.com/maps?q=%E5%8F%B0%E4%B8%AD%E5%B8%82%E5%8C%97%E5%B1%AF%E5%8D%80%E5%A4%AA%E9%A0%86%E8%B7%AF43%E8%99%9F&hl=zh-TW&ie=UTF8&iwloc=A
303	太平活力育賢	04-23913331	台中市太平區育賢路127號	http://maps.google.com/maps?q=%E5%8F%B0%E4%B8%AD%E5%B8%82%E5%A4%AA%E5%B9%B3%E5%8D%80%E8%82%B2%E8%B3%A2%E8%B7%AF127%E8%99%9F&hl=zh-TW&ie=UTF8&iwloc=A
304	太平活力育德	04-23920105	台中市太平區育德路212號	http://maps.google.com/maps?q=%E5%8F%B0%E4%B8%AD%E5%B8%82%E5%A4%AA%E5%B9%B3%E5%8D%80%E8%82%B2%E5%BE%B7%E8%B7%AF212%E8%99%9F&hl=zh-TW&ie=UTF8&iwloc=A
305	台中活力勤益	04-23937755	台中市太平區中山路1段215巷15號	http://maps.google.com/maps?q=%E5%8F%B0%E4%B8%AD%E5%B8%82%E5%A4%AA%E5%B9%B3%E5%8D%80%E4%B8%AD%E5%B1%B1%E8%B7%AF1%E6%AE%B5215%E5%B7%B715%E8%99%9F&hl=zh-TW&ie=UTF8&iwloc=A
306	太平大興	04-23937513	台中市太平區大興路173號	http://maps.google.com/maps?q=%E5%8F%B0%E4%B8%AD%E5%B8%82%E5%A4%AA%E5%B9%B3%E5%8D%80%E5%A4%A7%E8%88%88%E8%B7%AF173%E8%99%9F&hl=zh-TW&ie=UTF8&iwloc=A
307	太平活力大源	04-23932011	台中市太平區大源2街2號	http://maps.google.com/maps?q=%E5%8F%B0%E4%B8%AD%E5%B8%82%E5%A4%AA%E5%B9%B3%E5%8D%80%E5%A4%A7%E6%BA%902%E8%A1%972%E8%99%9F&hl=zh-TW&ie=UTF8&iwloc=A
308	台中活力中山	04-22291390	台中市中區中山路128號	http://maps.google.com/maps?q=%E5%8F%B0%E4%B8%AD%E5%B8%82%E4%B8%AD%E5%8D%80%E4%B8%AD%E5%B1%B1%E8%B7%AF128%E8%99%9F&hl=zh-TW&ie=UTF8&iwloc=A
309	大雅活力神林	04-25666296	台中市大雅區神林南路20號	http://maps.google.com/maps?q=%E5%8F%B0%E4%B8%AD%E5%B8%82%E5%A4%A7%E9%9B%85%E5%8D%80%E7%A5%9E%E6%9E%97%E5%8D%97%E8%B7%AF20%E8%99%9F&hl=zh-TW&ie=UTF8&iwloc=A
310	清泉岡	04-25677308	台中市大雅區中清路4段909號	http://maps.google.com/maps?q=%E5%8F%B0%E4%B8%AD%E5%B8%82%E5%A4%A7%E9%9B%85%E5%8D%80%E4%B8%AD%E6%B8%85%E8%B7%AF4%E6%AE%B5909%E8%99%9F&hl=zh-TW&ie=UTF8&iwloc=A
311	大雅中山	04-25603375	台中市大雅區中山路63號	http://maps.google.com/maps?q=%E5%8F%B0%E4%B8%AD%E5%B8%82%E5%A4%A7%E9%9B%85%E5%8D%80%E4%B8%AD%E5%B1%B1%E8%B7%AF63%E8%99%9F&hl=zh-TW&ie=UTF8&iwloc=A
312	大里活力塗城	04-24966007	台中市大里區塗城路256-5號	http://maps.google.com/maps?q=%E5%8F%B0%E4%B8%AD%E5%B8%82%E5%A4%A7%E9%87%8C%E5%8D%80%E5%A1%97%E5%9F%8E%E8%B7%AF256-5%E8%99%9F&hl=zh-TW&ie=UTF8&iwloc=A
313	大里活力西榮	04-24836558	台中市大里區西榮路97號	http://maps.google.com/maps?q=%E5%8F%B0%E4%B8%AD%E5%B8%82%E5%A4%A7%E9%87%8C%E5%8D%80%E8%A5%BF%E6%A6%AE%E8%B7%AF97%E8%99%9F&hl=zh-TW&ie=UTF8&iwloc=A
314	大里活力成功	04-24963669	台中市大里區成功路8號	http://maps.google.com/maps?q=%E5%8F%B0%E4%B8%AD%E5%B8%82%E5%A4%A7%E9%87%8C%E5%8D%80%E6%88%90%E5%8A%9F%E8%B7%AF8%E8%99%9F&hl=zh-TW&ie=UTF8&iwloc=A
315	大里活力永興	04-24824057	台中市大里區永興路332號	http://maps.google.com/maps?q=%E5%8F%B0%E4%B8%AD%E5%B8%82%E5%A4%A7%E9%87%8C%E5%8D%80%E6%B0%B8%E8%88%88%E8%B7%AF332%E8%99%9F&hl=zh-TW&ie=UTF8&iwloc=A
316	大里活力日新	04-24866627	台中市大里區日新路291號	http://maps.google.com/maps?q=%E5%8F%B0%E4%B8%AD%E5%B8%82%E5%A4%A7%E9%87%8C%E5%8D%80%E6%97%A5%E6%96%B0%E8%B7%AF291%E8%99%9F&hl=zh-TW&ie=UTF8&iwloc=A
317	大肚活力中蔗	04-26916488	台中市大肚區中蔗路2-24號	http://maps.google.com/maps?q=%E5%8F%B0%E4%B8%AD%E5%B8%82%E5%A4%A7%E8%82%9A%E5%8D%80%E4%B8%AD%E8%94%97%E8%B7%AF2-24%E8%99%9F&hl=zh-TW&ie=UTF8&iwloc=A
318	大甲經國	04-26761339	台中市大甲區經國路91-1號	http://maps.google.com/maps?q=%E5%8F%B0%E4%B8%AD%E5%B8%82%E5%A4%A7%E7%94%B2%E5%8D%80%E7%B6%93%E5%9C%8B%E8%B7%AF91-1%E8%99%9F&hl=zh-TW&ie=UTF8&iwloc=A
319	大甲活力光明	04-26880786	台中市大甲區光明路135號	"https://www.google.com/maps/place/%E6%97%A9%E5%AE%89%E7%BE%8E%E8%8A%9D%E5%9F%8E%E5%A4%A7%E7%94%B2%E5%85%89%E6%98%8E/@24.3445675,120.6180106,17z/data=!3m1!4b1!4m6!3m5!1s0x346911ff7bb0c3db:0x5634cfdbe9046439!8m2!3d24.3445626!4d120.6205855!16s%2Fg%2F11c48c_0"
320	大甲活力青三	04-26818080	台中市大甲區青三路12巷39號	https://www.google.com/maps?q=%E5%8F%B0%E4%B8%AD%E5%B8%82%E5%A4%A7%E7%94%B2%E5%8D%80%E9%9D%92%E4%B8%89%E8%B7%AF12%E5%B7%B739%E8%99%9F&rlz=1C1GCEU_zh-TWTW997TW997&uact=5&gs_lcp=Cgxnd3Mtd2l6LXNlcnAQAzIFCAAQogQyBQgAEKIEMgUIABCiBDIFCAAQogQyBQgAEKIESgQIQRgASgQ
321	台中長安概念店	04-22982098	台中市西屯區長安路2段9號	http://maps.google.com/maps?q=%E5%8F%B0%E4%B8%AD%E5%B8%82%E8%A5%BF%E5%B1%AF%E5%8D%80%E9%95%B7%E5%AE%89%E8%B7%AF2%E6%AE%B59%E8%99%9F&hl=zh-TW&ie=UTF8&iwloc=A
322	台中英才概念店	04-22026846	台中市北區英才路185號1F	http://maps.google.com/maps?q=%E5%8F%B0%E4%B8%AD%E5%B8%82%E5%8C%97%E5%8D%80%E8%8B%B1%E6%89%8D%E8%B7%AF185%E8%99%9F1F&hl=zh-TW&ie=UTF8&iwloc=A
323	台中大德概念店	04-22077980	台中市北區大德街83號	"https://www.google.com/maps/place/%E6%97%A9%E5%AE%89%E7%BE%8E%E8%8A%9D%E5%9F%8E%E5%8F%B0%E4%B8%AD%E5%A4%A7%E5%BE%B7%E6%A6%82%E5%BF%B5%E5%BA%97/@24.1585259,120.6765211,17z/data=!3m1!4b1!4m5!3m4!1s0x34693d635f1b9d65:0xc36a4af1e6a921de!8m2!3d24.158523!4d120."
324	台中三民概念店	04-22333129	台中市北區三民路3段251號	http://maps.google.com/maps?q=%E5%8F%B0%E4%B8%AD%E5%B8%82%E5%8C%97%E5%8D%80%E4%B8%89%E6%B0%91%E8%B7%AF3%E6%AE%B5251%E8%99%9F&hl=zh-TW&ie=UTF8&iwloc=A
325	台中景賢概念店	04-24362592	台中市北屯區景賢路228號	http://maps.google.com/maps?q=%E5%8F%B0%E4%B8%AD%E5%B8%82%E5%8C%97%E5%B1%AF%E5%8D%80%E6%99%AF%E8%B3%A2%E8%B7%AF228%E8%99%9F&hl=zh-TW&ie=UTF8&iwloc=A
326	彰化民生概念店	04-7223975	彰化縣彰化市民生路42號	https://www.google.com/maps?sca_esv=67c93a61bbf2e847&rlz=1C1GCEU_zh-TWTW997TW997&output=search&q=%E5%BD%B0%E5%8C%96%E6%B0%91%E7%94%9F%E6%A6%82%E5%BF%B5%E5%BA%97&source=lnms&entry=mc
327	彰化彰南概念店	04-7375252	彰化縣彰化市彰南路一段76號	https://www.google.com/maps?sca_esv=67c93a61bbf2e847&rlz=1C1GCEU_zh-TWTW997TW997&output=search&q=%E5%BD%B0%E5%8C%96%E5%BD%B0%E5%8D%97%E6%A6%82%E5%BF%B5%E5%BA%97&source=lnms&entry=mc
328	彰化茄苳概念店	04-7350006	彰化縣彰化市茄苳路一段180之17號	https://www.google.com/maps?q=%E5%BD%B0%E5%8C%96%E7%B8%A3%E5%BD%B0%E5%8C%96%E5%B8%82%E8%8C%84%E8%8B%B3%E8%B7%AF%E4%B8%80%E6%AE%B5180%E4%B9%8B17%E8%99%9F&rlz=1C1GCEU_zh-TWTW997TW997&gs_lcrp=EgZjaHJvbWUyBggAEEUYOTIKCAEQABiABBiiBDIKCAIQABiABBiiBDIKCAMQABiABB
329	溪湖平和概念店	04-8850012	彰化縣溪湖鎮大竹里西環路72號	"https://www.google.com/maps/place/%E8%80%81%E5%85%88%E8%A6%BA%E9%BA%BB%E8%BE%A3%E7%AA%AF%E7%87%92%E9%8D%8B(%E5%BD%B0%E5%8C%96%E6%BA%AA%E6%B9%96%E5%BA%97)/@23.9560468,120.4773109,17z/data=!3m1!4b1!4m6!3m5!1s0x34694978cd1d0b27:0x6a492808461fd73e!8m2!3d23.95"
330	彰化金馬概念店	04-7363555	彰化縣彰化市金馬路二段333號	"https://www.google.com/maps/place/500%E5%BD%B0%E5%8C%96%E7%B8%A3%E5%BD%B0%E5%8C%96%E5%B8%82%E9%87%91%E9%A6%AC%E8%B7%AF%E4%BA%8C%E6%AE%B5333%E8%99%9F/@24.0944194,120.5397706,17z/data=!3m1!4b1!4m5!3m4!1s0x346938bb06ead9e3:0x545849a9fb182962!8m2!3d24.0944194"
